iteracion,costo
191,390.4055740387568
192,390.4055740387568
193,390.4055740387568
194,390.4055740387568
195,390.4055740387568
196,390.4055740387568
197,390.4055740387568
198,390.4055740387568
199,390.4055740387568
200,390.4055740387568
201,390.4055740387568
202,390.4055740387568
203,390.4055740387568
204,390.4055740387568
205,390.4055740387568
206,390.4055740387568
207,390.4055740387568
208,390.4055740387568
209,390.4055740387568
210,390.4055740387568
211,390.4055740387568
212,390.4055740387568
213,390.4055740387568
214,390.4055740387568
215,390.4055740387568
216,390.4055740387568
217,390.4055740387568
218,390.4055740387568
219,390.4055740387568
220,390.4055740387568
221,390.4055740387568
222,390.4055740387568
223,390.4055740387568
224,390.4055740387568
225,390.4055740387568
226,390.4055740387568
227,390.4055740387568
228,390.4055740387568
229,390.4055740387568
230,390.4055740387568
231,390.4055740387568
232,390.4055740387568
233,390.4055740387568
234,390.4055740387568
235,390.4055740387568
236,390.4055740387568
237,390.4055740387568
238,390.4055740387568
239,390.4055740387568
240,390.4055740387568
241,390.4055740387568
242,390.4055740387568
243,390.4055740387568
244,390.4055740387568
245,390.4055740387568
246,390.4055740387568
247,390.4055740387568
248,390.4055740387568
249,390.4055740387568
250,390.4055740387568
251,390.4055740387568
252,390.4055740387568
253,390.4055740387568
254,390.4055740387568
255,390.4055740387568
256,390.4055740387568
257,390.4055740387568
258,390.4055740387568
259,390.4055740387568
260,390.4055740387568
261,390.4055740387568
262,390.4055740387568
263,390.4055740387568
264,389.22581259937874
265,389.22581259937874
266,389.22581259937874
267,389.22581259937874
268,389.22581259937874
269,389.22581259937874
270,389.22581259937874
271,389.22581259937874
272,389.22581259937874
273,389.22581259937874
274,389.22581259937874
275,389.22581259937874
276,389.22581259937874
277,389.22581259937874
278,389.22581259937874
279,389.22581259937874
280,389.22581259937874
281,388.6322199132589
282,388.6322199132589
283,388.6322199132589
284,388.6322199132589
285,388.6322199132589
286,388.6322199132589
287,388.6322199132589
288,388.6322199132589
289,388.6322199132589
290,388.6322199132589
291,388.6322199132589
292,388.6322199132589
293,388.6322199132589
294,388.6322199132589
295,388.6322199132589
296,388.6322199132589
297,388.6322199132589
298,388.6322199132589
299,388.6322199132589
300,388.6322199132589
301,388.6322199132589
302,388.6322199132589
303,388.6322199132589
304,388.6322199132589
305,388.6322199132589
306,388.6322199132589
307,388.6322199132589
308,388.6322199132589
309,388.6322199132589
310,388.6322199132589
311,388.6322199132589
312,388.6322199132589
313,388.6322199132589
314,388.6322199132589
315,388.6322199132589
316,388.6322199132589
317,388.6322199132589
318,388.6322199132589
319,388.6322199132589
320,388.6322199132589
321,388.6322199132589
322,388.6322199132589
323,388.6322199132589
324,388.6322199132589
325,388.6322199132589
326,388.6322199132589
327,388.6322199132589
328,388.6322199132589
329,388.6322199132589
330,388.6322199132589
331,388.6322199132589
332,388.6322199132589
333,388.6322199132589
334,388.6322199132589
335,388.6322199132589
336,388.6322199132589
337,388.6322199132589
338,388.6322199132589
339,388.6322199132589
340,388.6322199132589
341,388.6322199132589
342,388.6322199132589
343,388.6322199132589
344,388.6322199132589
345,388.6322199132589
346,388.6322199132589
347,388.6322199132589
348,388.6322199132589
349,388.6322199132589
350,388.6322199132589
351,388.6322199132589
352,388.6322199132589
353,388.6322199132589
354,388.6322199132589
355,388.6322199132589
356,388.6322199132589
357,388.6322199132589
358,388.6322199132589
359,388.6322199132589
360,388.6322199132589
361,388.6322199132589
362,388.6322199132589
363,388.6322199132589
364,388.6322199132589
365,388.6322199132589
366,388.6322199132589
367,388.6322199132589
368,388.6322199132589
369,388.6322199132589
370,388.6322199132589
371,388.6322199132589
372,388.6322199132589
373,388.6322199132589
374,388.6322199132589
375,388.6322199132589
376,388.6322199132589
377,388.6322199132589
378,388.6322199132589
379,388.6322199132589
380,388.6322199132589
381,388.6322199132589
382,388.6322199132589
383,388.6322199132589
384,388.6322199132589
385,388.6322199132589
386,388.6322199132589
387,388.6322199132589
388,388.6322199132589
389,388.6322199132589
390,388.6322199132589
391,388.6322199132589
392,388.6322199132589
393,388.6322199132589
394,388.6322199132589
395,388.6322199132589
396,388.6322199132589
397,388.6322199132589
398,388.6322199132589
399,388.6322199132589
400,388.6322199132589
401,388.6322199132589
402,388.6322199132589
403,388.6322199132589
404,388.6322199132589
405,388.6322199132589
406,388.6322199132589
407,388.6322199132589
408,388.6322199132589
409,388.6322199132589
410,388.6322199132589
411,388.6322199132589
412,388.6322199132589
413,388.6322199132589
414,388.6322199132589
415,388.6322199132589
416,388.6322199132589
417,388.6322199132589
418,388.6322199132589
419,388.6322199132589
420,388.6322199132589
421,388.6322199132589
422,388.6322199132589
423,388.6322199132589
424,388.6322199132589
425,388.6322199132589
426,388.6322199132589
427,388.6322199132589
428,388.6322199132589
429,388.6322199132589
430,388.6322199132589
431,388.6322199132589
432,388.6322199132589
433,388.6322199132589
434,388.6322199132589
435,388.6322199132589
436,388.6322199132589
437,388.6322199132589
438,388.6322199132589
439,388.6322199132589
440,388.6322199132589
441,388.6322199132589
442,388.6322199132589
443,388.6322199132589
444,388.6322199132589
445,388.6322199132589
446,388.6322199132589
447,388.6322199132589
448,388.6322199132589
449,388.6322199132589
450,388.6322199132589
451,388.6322199132589
452,388.6322199132589
453,388.6322199132589
454,388.6322199132589
455,388.6322199132589
456,388.6322199132589
457,388.6322199132589
458,388.6322199132589
459,388.6322199132589
460,388.6322199132589
461,388.6322199132589
462,388.6322199132589
463,388.6322199132589
464,388.6322199132589
465,388.6322199132589
466,388.6322199132589
467,388.6322199132589
468,388.6322199132589
469,388.6322199132589
470,388.6322199132589
471,388.6322199132589
472,388.6322199132589
473,388.6322199132589
474,388.6322199132589
475,388.6322199132589
476,388.6322199132589
477,388.6322199132589
478,388.6322199132589
479,388.6322199132589
480,388.6322199132589
481,388.6322199132589
482,388.6322199132589
483,388.6322199132589
484,388.6322199132589
485,388.6322199132589
486,388.6322199132589
487,388.6322199132589
488,388.6322199132589
489,388.6322199132589
490,388.6322199132589
491,388.6322199132589
492,388.6322199132589
493,388.6322199132589
494,388.6322199132589
495,388.6322199132589
496,388.6322199132589
497,388.6322199132589
498,388.6322199132589
499,388.6322199132589
500,388.6322199132589
501,388.6322199132589
502,388.6322199132589
503,388.6322199132589
504,388.6322199132589
505,388.6322199132589
506,388.6322199132589
507,388.6322199132589
508,388.6322199132589
509,388.6322199132589
510,388.6322199132589
511,388.6322199132589
512,388.6322199132589
513,388.6322199132589
514,388.6322199132589
515,388.6322199132589
516,388.6322199132589
517,388.6322199132589
518,388.6322199132589
519,388.6322199132589
520,388.6322199132589
521,388.6322199132589
522,388.6322199132589
523,388.6322199132589
524,388.6322199132589
525,388.6322199132589
526,388.6322199132589
527,388.6322199132589
528,388.6322199132589
529,388.6322199132589
530,388.6322199132589
531,388.6322199132589
532,388.6322199132589
533,388.6322199132589
534,388.6322199132589
535,388.6322199132589
536,388.6322199132589
537,388.6322199132589
538,388.6322199132589
539,388.6322199132589
540,388.6322199132589
541,388.6322199132589
542,388.6322199132589
543,388.6322199132589
544,388.6322199132589
545,388.6322199132589
546,388.6322199132589
547,388.6322199132589
548,388.6322199132589
549,388.6322199132589
550,388.6322199132589
551,388.6322199132589
552,388.6322199132589
553,388.6322199132589
554,388.6322199132589
555,388.6322199132589
556,388.6322199132589
557,388.6322199132589
558,388.6322199132589
559,388.6322199132589
560,388.6322199132589
561,388.6322199132589
562,388.6322199132589
563,388.6322199132589
564,388.6322199132589
565,388.6322199132589
566,388.6322199132589
567,388.6322199132589
568,388.6322199132589
569,388.6322199132589
570,388.6322199132589
571,388.6322199132589
572,388.6322199132589
573,388.6322199132589
574,388.6322199132589
575,388.6322199132589
576,388.6322199132589
577,388.6322199132589
578,388.6322199132589
579,388.6322199132589
580,388.6322199132589
581,388.6322199132589
582,388.6322199132589
583,388.6322199132589
584,388.6322199132589
585,388.6322199132589
586,388.6322199132589
587,388.6322199132589
588,388.6322199132589
589,388.6322199132589
590,388.6322199132589
591,388.6322199132589
592,388.6322199132589
593,388.6322199132589
594,388.6322199132589
595,388.6322199132589
596,388.6322199132589
597,387.3190341544286
598,385.3497903189396
599,385.09319142841906
600,384.9085107925056
601,383.43691015927493
602,382.0820891193095
603,380.131087016525
604,380.131087016525
605,380.131087016525
606,380.131087016525
607,380.131087016525
608,380.131087016525
609,380.131087016525
610,375.9047880055445
611,375.9047880055445
612,375.9047880055445
613,375.9047880055445
614,375.9047880055445
615,375.9047880055445
616,375.9047880055445
617,375.9047880055445
618,375.9047880055445
619,375.9047880055445
620,375.9047880055445
621,375.9047880055445
622,375.9047880055445
623,375.9047880055445
624,375.9047880055445
625,375.9047880055445
626,375.9047880055445
627,375.9047880055445
628,375.9047880055445
629,375.9047880055445
630,375.9047880055445
631,375.9047880055445
632,375.9047880055445
633,375.9047880055445
634,375.9047880055445
635,375.9047880055445
636,375.9047880055445
637,375.9047880055445
638,375.9047880055445
639,375.9047880055445
640,375.9047880055445
641,375.9047880055445
642,375.9047880055445
643,375.9047880055445
644,375.9047880055445
645,375.9047880055445
646,375.9047880055445
647,375.9047880055445
648,375.9047880055445
649,375.9047880055445
650,375.9047880055445
651,375.9047880055445
652,375.9047880055445
653,375.9047880055445
654,375.9047880055445
655,375.9047880055445
656,375.9047880055445
657,375.9047880055445
658,375.9047880055445
659,375.9047880055445
660,375.9047880055445
661,375.9047880055445
662,375.9047880055445
663,375.9047880055445
664,375.9047880055445
665,375.9047880055445
666,375.9047880055445
667,375.9047880055445
668,375.9047880055445
669,375.9047880055445
670,375.9047880055445
671,375.9047880055445
672,375.9047880055445
673,375.9047880055445
674,375.9047880055445
675,375.9047880055445
676,375.9047880055445
677,375.9047880055445
678,375.9047880055445
679,375.9047880055445
680,375.9047880055445
681,375.9047880055445
682,375.9047880055445
683,375.9047880055445
684,375.9047880055445
685,375.9047880055445
686,375.9047880055445
687,375.9047880055445
688,375.9047880055445
689,375.9047880055445
690,375.9047880055445
691,375.9047880055445
692,375.9047880055445
693,375.9047880055445
694,375.9047880055445
695,375.9047880055445
696,375.9047880055445
697,375.9047880055445
698,375.9047880055445
699,375.9047880055445
700,375.9047880055445
701,375.9047880055445
702,375.9047880055445
703,375.9047880055445
704,375.9047880055445
705,375.9047880055445
706,375.9047880055445
707,375.9047880055445
708,375.9047880055445
709,375.9047880055445
710,375.9047880055445
711,375.9047880055445
712,375.9047880055445
713,375.9047880055445
714,375.9047880055445
715,375.9047880055445
716,375.9047880055445
717,375.9047880055445
718,375.9047880055445
719,375.9047880055445
720,375.9047880055445
721,375.9047880055445
722,375.9047880055445
723,375.9047880055445
724,375.9047880055445
725,375.9047880055445
726,375.9047880055445
727,375.9047880055445
728,375.9047880055445
729,375.9047880055445
730,375.9047880055445
731,375.9047880055445
732,375.9047880055445
733,375.9047880055445
734,375.9047880055445
735,375.9047880055445
736,375.9047880055445
737,375.9047880055445
738,375.9047880055445
739,375.9047880055445
740,375.9047880055445
741,375.9047880055445
742,375.9047880055445
743,375.9047880055445
744,375.9047880055445
745,375.9047880055445
746,375.9047880055445
747,375.9047880055445
748,375.9047880055445
749,375.9047880055445
750,375.9047880055445
751,375.9047880055445
752,375.9047880055445
753,375.9047880055445
754,375.9047880055445
755,375.9047880055445
756,375.9047880055445
757,375.9047880055445
758,375.9047880055445
759,375.9047880055445
760,375.9047880055445
761,375.9047880055445
762,375.9047880055445
763,375.9047880055445
764,375.9047880055445
765,375.9047880055445
766,375.9047880055445
767,375.9047880055445
768,375.9047880055445
769,375.9047880055445
770,375.9047880055445
771,375.9047880055445
772,375.9047880055445
773,375.9047880055445
774,375.9047880055445
775,375.9047880055445
776,375.9047880055445
777,375.9047880055445
778,375.9047880055445
779,375.9047880055445
780,375.9047880055445
781,375.9047880055445
782,375.9047880055445
783,375.9047880055445
784,375.9047880055445
785,375.9047880055445
786,375.9047880055445
787,375.9047880055445
788,375.9047880055445
789,375.9047880055445
790,375.9047880055445
791,375.9047880055445
792,375.9047880055445
793,375.9047880055445
794,375.9047880055445
795,375.9047880055445
796,375.9047880055445
797,375.9047880055445
798,375.9047880055445
799,375.9047880055445
800,375.9047880055445
801,375.9047880055445
802,375.9047880055445
803,375.9047880055445
804,375.9047880055445
805,375.9047880055445
806,375.9047880055445
807,375.9047880055445
808,375.9047880055445
809,375.9047880055445
810,375.9047880055445
811,375.9047880055445
812,375.9047880055445
813,375.9047880055445
814,375.9047880055445
815,375.9047880055445
816,375.9047880055445
817,375.9047880055445
818,375.9047880055445
819,375.9047880055445
820,375.9047880055445
821,375.9047880055445
822,375.9047880055445
823,375.9047880055445
824,375.9047880055445
825,375.9047880055445
826,375.9047880055445
827,375.9047880055445
828,375.9047880055445
829,375.9047880055445
830,375.9047880055445
831,375.9047880055445
832,375.9047880055445
833,375.9047880055445
834,375.9047880055445
835,375.9047880055445
836,375.9047880055445
837,375.9047880055445
838,375.9047880055445
839,375.9047880055445
840,375.9047880055445
841,375.9047880055445
842,375.9047880055445
843,375.9047880055445
844,375.9047880055445
845,375.9047880055445
846,375.9047880055445
847,375.9047880055445
848,375.9047880055445
849,375.9047880055445
850,375.9047880055445
851,375.9047880055445
852,375.9047880055445
853,375.9047880055445
854,375.9047880055445
855,375.9047880055445
856,375.9047880055445
857,375.9047880055445
858,375.9047880055445
859,375.9047880055445
860,375.9047880055445
861,375.9047880055445
862,375.9047880055445
863,375.9047880055445
864,375.9047880055445
865,375.9047880055445
866,375.9047880055445
867,375.9047880055445
868,375.9047880055445
869,375.9047880055445
870,375.9047880055445
871,375.9047880055445
872,375.9047880055445
873,375.9047880055445
874,375.9047880055445
875,375.9047880055445
876,375.9047880055445
877,375.9047880055445
878,375.9047880055445
879,375.9047880055445
880,375.9047880055445
881,375.9047880055445
882,375.9047880055445
883,375.9047880055445
884,375.9047880055445
885,375.9047880055445
886,375.9047880055445
887,375.9047880055445
888,375.9047880055445
889,375.9047880055445
890,375.9047880055445
891,375.9047880055445
892,375.9047880055445
893,375.9047880055445
894,375.9047880055445
895,375.9047880055445
896,375.9047880055445
897,375.9047880055445
898,375.9047880055445
899,375.9047880055445
900,375.9047880055445
901,375.9047880055445
902,375.9047880055445
903,375.9047880055445
904,375.9047880055445
905,375.9047880055445
906,375.9047880055445
907,375.9047880055445
908,375.9047880055445
909,375.9047880055445
910,375.9047880055445
911,375.9047880055445
912,375.9047880055445
913,375.9047880055445
914,375.9047880055445
915,375.9047880055445
916,375.9047880055445
917,375.9047880055445
918,375.9047880055445
919,375.9047880055445
920,375.9047880055445
921,375.9047880055445
922,375.9047880055445
923,375.9047880055445
924,375.9047880055445
925,375.9047880055445
926,375.9047880055445
927,375.9047880055445
928,375.9047880055445
929,375.9047880055445
930,375.9047880055445
931,375.9047880055445
932,375.9047880055445
933,375.9047880055445
934,375.9047880055445
935,375.9047880055445
936,375.9047880055445
937,375.9047880055445
938,375.9047880055445
939,375.9047880055445
940,375.9047880055445
941,375.9047880055445
942,375.9047880055445
943,375.9047880055445
944,375.9047880055445
945,375.9047880055445
946,375.9047880055445
947,375.9047880055445
948,375.9047880055445
949,375.9047880055445
950,375.9047880055445
951,375.9047880055445
952,375.9047880055445
953,375.9047880055445
954,375.9047880055445
955,375.9047880055445
956,375.9047880055445
957,375.9047880055445
958,375.9047880055445
959,375.9047880055445
960,375.9047880055445
961,375.9047880055445
962,375.9047880055445
963,375.9047880055445
964,375.9047880055445
965,375.9047880055445
966,375.9047880055445
967,375.9047880055445
968,375.9047880055445
969,375.9047880055445
970,375.9047880055445
971,375.9047880055445
972,375.9047880055445
973,375.9047880055445
974,375.9047880055445
975,375.9047880055445
976,375.9047880055445
977,375.9047880055445
978,375.9047880055445
979,375.9047880055445
980,375.9047880055445
981,375.9047880055445
982,375.9047880055445
983,375.9047880055445
984,375.9047880055445
985,375.9047880055445
986,375.9047880055445
987,375.9047880055445
988,375.9047880055445
989,375.9047880055445
990,375.9047880055445
991,375.9047880055445
992,375.9047880055445
993,375.9047880055445
994,375.9047880055445
995,375.9047880055445
996,375.9047880055445
997,375.9047880055445
998,375.9047880055445
999,375.9047880055445
1000,375.9047880055445
1001,375.9047880055445
1002,375.9047880055445
1003,375.9047880055445
1004,375.9047880055445
1005,375.9047880055445
1006,375.9047880055445
1007,375.9047880055445
1008,375.9047880055445
1009,375.9047880055445
1010,375.9047880055445
1011,375.9047880055445
1012,375.9047880055445
1013,375.9047880055445
1014,375.9047880055445
1015,375.9047880055445
1016,375.9047880055445
1017,375.9047880055445
1018,375.9047880055445
1019,375.9047880055445
1020,375.9047880055445
1021,375.9047880055445
1022,375.9047880055445
1023,375.9047880055445
1024,375.9047880055445
1025,375.9047880055445
1026,375.9047880055445
1027,375.9047880055445
1028,375.9047880055445
1029,375.9047880055445
1030,375.9047880055445
1031,375.9047880055445
1032,375.9047880055445
1033,375.9047880055445
1034,375.9047880055445
1035,375.9047880055445
1036,375.9047880055445
1037,375.9047880055445
1038,375.9047880055445
1039,375.9047880055445
1040,375.9047880055445
1041,375.9047880055445
1042,375.9047880055445
1043,375.9047880055445
1044,375.9047880055445
1045,375.9047880055445
1046,375.9047880055445
1047,375.9047880055445
1048,375.9047880055445
1049,375.9047880055445
1050,375.9047880055445
1051,375.9047880055445
1052,375.9047880055445
1053,375.9047880055445
1054,375.9047880055445
1055,375.9047880055445
1056,375.9047880055445
1057,375.9047880055445
1058,375.9047880055445
1059,375.9047880055445
1060,375.9047880055445
1061,375.9047880055445
1062,375.9047880055445
1063,375.9047880055445
1064,375.9047880055445
1065,375.9047880055445
1066,375.9047880055445
1067,375.9047880055445
1068,375.9047880055445
1069,375.9047880055445
1070,375.9047880055445
1071,375.9047880055445
1072,375.9047880055445
1073,375.9047880055445
1074,375.9047880055445
1075,375.9047880055445
1076,375.9047880055445
1077,375.9047880055445
1078,375.9047880055445
1079,375.9047880055445
1080,375.9047880055445
1081,375.9047880055445
1082,375.9047880055445
1083,375.9047880055445
1084,375.9047880055445
1085,375.9047880055445
1086,375.9047880055445
1087,375.9047880055445
1088,375.9047880055445
1089,375.9047880055445
1090,375.9047880055445
1091,375.9047880055445
1092,375.9047880055445
1093,375.9047880055445
1094,375.9047880055445
1095,375.9047880055445
1096,375.9047880055445
1097,375.9047880055445
1098,375.9047880055445
1099,375.9047880055445
1100,375.9047880055445
1101,375.9047880055445
1102,375.9047880055445
1103,375.9047880055445
1104,375.9047880055445
1105,375.9047880055445
1106,375.9047880055445
1107,375.9047880055445
1108,375.9047880055445
1109,375.9047880055445
1110,375.9047880055445
1111,375.9047880055445
1112,375.9047880055445
1113,375.9047880055445
1114,375.9047880055445
1115,375.9047880055445
1116,375.9047880055445
1117,375.9047880055445
1118,375.9047880055445
1119,375.9047880055445
1120,375.9047880055445
1121,375.9047880055445
1122,375.9047880055445
1123,375.9047880055445
1124,375.9047880055445
1125,375.9047880055445
1126,375.9047880055445
1127,375.9047880055445
1128,375.9047880055445
1129,375.9047880055445
1130,375.9047880055445
1131,375.9047880055445
1132,375.9047880055445
1133,375.9047880055445
1134,375.9047880055445
1135,375.9047880055445
1136,375.9047880055445
1137,375.9047880055445
1138,375.9047880055445
1139,375.9047880055445
1140,375.9047880055445
1141,375.9047880055445
1142,375.9047880055445
1143,375.9047880055445
1144,375.9047880055445
1145,375.9047880055445
1146,375.9047880055445
1147,375.9047880055445
1148,375.9047880055445
1149,375.9047880055445
1150,375.9047880055445
1151,375.9047880055445
1152,375.9047880055445
1153,375.9047880055445
1154,375.9047880055445
1155,375.9047880055445
1156,375.9047880055445
1157,375.9047880055445
1158,375.9047880055445
1159,375.9047880055445
1160,375.9047880055445
1161,375.9047880055445
1162,375.9047880055445
1163,375.9047880055445
1164,375.9047880055445
1165,375.9047880055445
1166,375.9047880055445
1167,375.9047880055445
1168,375.9047880055445
1169,375.9047880055445
1170,375.9047880055445
1171,375.9047880055445
1172,375.9047880055445
1173,375.9047880055445
1174,375.9047880055445
1175,375.9047880055445
1176,375.9047880055445
1177,375.9047880055445
1178,375.9047880055445
1179,375.9047880055445
1180,375.9047880055445
1181,375.9047880055445
1182,375.9047880055445
1183,375.9047880055445
1184,375.9047880055445
1185,375.9047880055445
1186,375.9047880055445
1187,375.9047880055445
1188,375.9047880055445
1189,375.9047880055445
1190,375.9047880055445
1191,375.9047880055445
1192,375.9047880055445
1193,375.9047880055445
1194,375.9047880055445
1195,375.9047880055445
1196,375.9047880055445
1197,375.9047880055445
1198,375.9047880055445
1199,375.9047880055445
1200,375.9047880055445
1201,375.9047880055445
1202,375.9047880055445
1203,375.9047880055445
1204,375.9047880055445
1205,375.9047880055445
1206,375.9047880055445
1207,375.9047880055445
1208,375.9047880055445
1209,375.9047880055445
1210,375.9047880055445
1211,375.9047880055445
1212,375.9047880055445
1213,375.9047880055445
1214,375.9047880055445
1215,375.9047880055445
1216,375.9047880055445
1217,375.9047880055445
1218,375.9047880055445
1219,375.9047880055445
1220,375.9047880055445
1221,375.9047880055445
1222,375.9047880055445
1223,375.9047880055445
1224,375.9047880055445
1225,375.9047880055445
1226,375.9047880055445
1227,375.9047880055445
1228,375.9047880055445
1229,375.9047880055445
1230,375.9047880055445
1231,375.9047880055445
1232,375.9047880055445
1233,375.9047880055445
1234,375.9047880055445
1235,375.9047880055445
1236,375.9047880055445
1237,375.9047880055445
1238,375.9047880055445
1239,375.9047880055445
1240,375.9047880055445
1241,375.9047880055445
1242,375.9047880055445
1243,375.9047880055445
1244,375.9047880055445
1245,375.9047880055445
1246,375.9047880055445
1247,375.9047880055445
1248,375.9047880055445
1249,375.9047880055445
1250,375.9047880055445
1251,375.9047880055445
1252,375.9047880055445
1253,375.9047880055445
1254,375.9047880055445
1255,375.9047880055445
1256,375.9047880055445
1257,375.9047880055445
1258,375.9047880055445
1259,375.9047880055445
1260,375.9047880055445
1261,375.9047880055445
1262,375.9047880055445
1263,375.9047880055445
1264,375.9047880055445
1265,375.9047880055445
1266,375.9047880055445
1267,375.9047880055445
1268,375.9047880055445
1269,375.9047880055445
1270,375.9047880055445
1271,375.9047880055445
1272,375.9047880055445
1273,375.9047880055445
1274,375.9047880055445
1275,375.9047880055445
1276,375.9047880055445
1277,375.9047880055445
1278,375.9047880055445
1279,375.9047880055445
1280,375.9047880055445
1281,375.9047880055445
1282,375.9047880055445
1283,375.9047880055445
1284,375.9047880055445
1285,375.9047880055445
1286,375.9047880055445
1287,375.9047880055445
1288,375.9047880055445
1289,375.9047880055445
1290,375.9047880055445
1291,375.9047880055445
1292,375.9047880055445
1293,375.9047880055445
1294,375.9047880055445
1295,375.9047880055445
1296,375.9047880055445
1297,375.9047880055445
1298,375.9047880055445
1299,375.9047880055445
1300,375.9047880055445
1301,375.9047880055445
1302,375.9047880055445
1303,375.9047880055445
1304,375.9047880055445
1305,375.9047880055445
1306,375.9047880055445
1307,375.9047880055445
1308,375.9047880055445
1309,375.9047880055445
1310,375.9047880055445
1311,375.9047880055445
1312,375.9047880055445
1313,375.9047880055445
1314,375.9047880055445
1315,375.9047880055445
1316,375.9047880055445
1317,375.9047880055445
1318,375.9047880055445
1319,375.9047880055445
1320,375.9047880055445
1321,375.9047880055445
1322,375.9047880055445
1323,375.9047880055445
1324,375.9047880055445
1325,375.9047880055445
1326,375.9047880055445
1327,375.9047880055445
1328,375.9047880055445
1329,375.9047880055445
1330,375.9047880055445
1331,375.9047880055445
1332,375.9047880055445
1333,375.9047880055445
1334,375.9047880055445
1335,375.9047880055445
1336,375.9047880055445
1337,375.9047880055445
1338,375.9047880055445
1339,375.9047880055445
1340,375.9047880055445
1341,375.9047880055445
1342,375.9047880055445
1343,375.9047880055445
1344,375.9047880055445
1345,375.9047880055445
1346,375.9047880055445
1347,375.9047880055445
1348,375.9047880055445
1349,375.9047880055445
1350,375.9047880055445
1351,375.9047880055445
1352,375.9047880055445
1353,375.9047880055445
1354,375.9047880055445
1355,375.9047880055445
1356,375.9047880055445
1357,375.9047880055445
1358,375.9047880055445
1359,375.9047880055445
1360,375.9047880055445
1361,375.9047880055445
